"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Cleveland Cavaliers",64,240,38.7,87.2,0.444,11.5,33.4,0.345,27.2,53.8,0.506,14.2,18.6,0.763,10.7,32.3,43,23.2,8.8,4.6,13.7,19.7,103.2
"2",2,"Dallas Mavericks",65,241.2,38.9,85.1,0.457,10.8,31.7,0.34,28.1,53.4,0.526,15.2,20.1,0.754,9.4,34.6,44,23.3,6.9,3.8,13.6,20.1,103.7
"3",3,"Boston Celtics",66,243,38.2,88.4,0.432,11.7,34.7,0.338,26.4,53.7,0.492,16,20.5,0.783,10.5,34,44.5,21.6,7.6,4.6,13.9,19.3,104.1
"4",4,"Miami Heat",66,242.7,37.2,83.8,0.443,13.1,38.4,0.341,24,45.4,0.529,17.2,22.4,0.769,9.6,32,41.6,23.1,7.4,4.3,15.3,20.7,104.6
"5",5,"Golden State Warriors",65,240.8,37.9,86.4,0.439,12.2,36.2,0.339,25.7,50.2,0.511,16.9,22.5,0.752,9.6,32.9,42.6,22.7,8,4.1,15.1,18.1,105
"6",6,"Philadelphia 76ers",64,241.6,39.2,86.7,0.452,11.2,33,0.339,28,53.8,0.522,16.5,21.3,0.776,10.4,34.4,44.9,23.1,6.3,4.5,13.3,19.4,106.1
"7",7,"Phoenix Suns",64,240.4,39.2,88.7,0.442,11.5,34.2,0.336,27.8,54.6,0.509,16.2,21.5,0.754,10.6,34,44.5,22.4,7.5,4.1,14.7,19.2,106.2
"8",8,"Toronto Raptors",64,242,39,84.5,0.462,12.3,34.9,0.353,26.7,49.5,0.538,17,21.3,0.796,10.5,34.1,44.7,25,6.8,5.1,16,19.2,107.3
"9",9,"New York Knicks",65,241.5,38.5,86.4,0.446,13,37.4,0.349,25.5,49,0.52,17.2,22.4,0.768,9.3,34.7,44,24.4,7.2,4.5,12.6,20,107.3
"10",10,"Los Angeles Clippers",66,240.8,40.5,90.7,0.446,11.7,34.3,0.339,28.8,56.4,0.511,15,19.2,0.778,12,35.3,47.3,23.8,7.8,4.2,13.9,18.6,107.5
"11",11,"Utah Jazz",64,240.4,40.8,89.9,0.453,12,34.9,0.344,28.7,55,0.522,14.1,18.8,0.75,10.1,31.8,41.9,23.1,7.8,4.3,12,20.2,107.6
"12",12,"Denver Nuggets",65,241.2,40.4,86.9,0.465,11.6,34.3,0.339,28.8,52.5,0.548,15.8,21,0.75,9.6,33.2,42.8,24.6,7.9,4.8,13.2,19.7,108.3
"13",13,"New Orleans Pelicans",64,241.2,39.7,85.9,0.463,12.6,35.5,0.356,27.1,50.4,0.538,17,21.8,0.781,9.5,32.8,42.3,23.7,7.6,5,13.7,20.3,109.1
