"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.6","51","12","46","17","8.00","-0.48","7.52","114.2","106.2","+8.0","99.4",".229",".354",".579",NA,".546","11.6","22.4",".182",NA,".505","13.0","77.3",".182",NA,"Phoenix Suns Arena","560,745","16,021"
"3","2","Golden State Warriors","27.8","43","21","45","19","6.36","-0.18","6.18","112.1","105.7","+6.4","98.7",".236",".461",".581",NA,".551","13.7","22.8",".179",NA,".508","13.6","78.7",".194",NA,"Chase Center","596,112","18,064"
"4","3","Utah Jazz","29.5","39","23","42","20","6.10","-0.31","5.79","116.3","110.1","+6.2","97.6",".265",".468",".592",NA,".558","13.0","24.8",".206",NA,".520","11.0","77.9",".156",NA,"Vivint Smart Home Arena","585,792","18,306"
"5","4","Boston Celtics","26.0","38","27","44","21","5.49","-0.55","4.94","111.7","106.1","+5.6","96.6",".238",".418",".566",NA,".528","12.6","24.0",".194",NA,".497","12.5","77.3",".181",NA,"TD Garden","612,992","18,576"
"6","5","Miami Heat","28.1","43","22","43","22","4.89","-0.28","4.61","113.2","108.1","+5.1","95.7",".249",".416",".579",NA,".541","13.4","24.5",".201",NA,".521","14.1","77.9",".206",NA,"FTX Arena","569,168","19,626"
"7","6","Memphis Grizzlies","23.9","44","21","42","23","4.92","-0.16","4.76","113.7","108.8","+4.9","99.7",".247",".346",".549",NA,".518","11.3","30.0",".181",NA,".522","13.3","77.9",".189",NA,"FedEx Forum","491,918","15,372"
"8","7","Milwaukee Bucks","28.4","39","25","39","25","3.58","-0.62","2.96","113.9","110.3","+3.6","99.6",".255",".440",".575",NA,".541","12.1","22.9",".198",NA,".527","11.8","78.0",".165",NA,"Fiserv Forum","590,773","17,376"
"9","8","Cleveland Cavaliers","24.8","36","27","38","25","3.35","-0.17","3.18","110.9","107.4","+3.5","96.2",".253",".392",".568",NA,".536","13.7","24.0",".192",NA,".512","12.7","76.3",".163",NA,"Rocket Mortgage Fieldhouse","545,166","18,172"
"10","9","Dallas Mavericks","26.7","39","25","39","25","3.34","0.02","3.36","111.5","108.1","+3.4","95.5",".241",".431",".565",NA,".533","11.7","21.3",".184",NA,".520","12.7","78.3",".177",NA,"American Airlines Center","646,672","19,596"
