"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","79","18985",".469","14.9",NA,".611",".245",".162",".109",".094",".389",NA,".530",".668",".438",".448",".424",".373",NA,".532",".734",NA,".060","390",NA,".233","885",NA,".222",".420",NA,"14","1"
"3","2","Boston Celtics","79","19185",".464","15.1",NA,".578",".216",".203",".082",".076",".422",NA,".545",".739",".448",".407",".403",".354",NA,".510",".812",NA,".058","356",NA,".276","1103",NA,".232",".387",NA,"10","0"
"4","3","Brooklyn Nets","79","19035",".473","13.9",NA,".641",".247",".167",".134",".094",".359",NA,".536",".655",".443",".475",".475",".361",NA,".540",".759",NA,".052","319",NA,".253","950",NA,".233",".395",NA,"7","0"
"5","4","Chicago Bulls","79","19010",".479","13.9",NA,".666",".256",".152",".129",".130",".334",NA,".536",".677",".453",".455",".435",".367",NA,".478",".852",NA,".050","306",NA,".245","978",NA,".274",".418",NA,"18","1"
"6","5","Charlotte Hornets","79","19160",".465","14.0",NA,".582",".288",".177",".069",".048",".418",NA,".539",".685",".387",".398",".422",".362",NA,".558",".860",NA,".078","505",NA,".283","1089",NA,".287",".365",NA,"20","0"
"7","6","Cleveland Cavaliers","80","19250",".468","13.7",NA,".613",".285",".180",".091",".056",".387",NA,".540",".695",".396",".429",".398",".353",NA,".557",".821",NA,".079","481",NA,".243","919",NA,".234",".333",NA,"9","1"
"8","7","Dallas Mavericks","79","19035",".458","15.3",NA,".562",".205",".176",".110",".072",".438",NA,".547",".736",".446",".451",".399",".345",NA,".500",".782",NA,".059","343",NA,".206","835",NA,".261",".388",NA,"14","0"
"9","8","Denver Nuggets","80","19300",".482","14.4",NA,".584",".236",".205",".073",".071",".416",NA,".573",".742",".479",".433",".431",".353",NA,".583",".861",NA,".059","360",NA,".265","1094",NA,".265",".384",NA,"23","0"
"10","9","Detroit Pistons","79","19060",".431","14.0",NA,".611",".246",".210",".081",".074",".389",NA,".497",".643",".423",".356",".373",".328",NA,".492",".894",NA,".040","249",NA,".306","1146",NA,".267",".365",NA,"19","0"
"11","10","Golden State Warriors","79","19010",".467","15.6",NA,".541",".205",".199",".068",".069",".459",NA,".557",".713",".511",".405",".377",".362",NA,".595",".798",NA,".058","361",NA,".280","1141",NA,".216",".337",NA,"24","1"
"12","11","Houston Rockets","80","19275",".455","14.2",NA,".552",".300",".180",".037",".034",".448",NA,".541",".687",".382",".320",".350",".348",NA,".502",".786",NA,".089","533",NA,".300","1115",NA,".174",".351",NA,"17","0"
"13","12","Indiana Pacers","80","19400",".463","14.1",NA,".604",".265",".178",".093",".069",".396",NA,".542",".677",".455",".425",".400",".342",NA,".508",".860",NA,".044","285",NA,".304","1281",NA,".251",".376",NA,"25","0"
"14","13","Los Angeles Clippers","79","19060",".457","14.8",NA,".611",".208",".183",".119",".100",".389",NA,".512",".691",".449",".432",".348",".370",NA,".500",".808",NA,".052","312",NA,".212","807",NA,".214",".403",NA,"17","0"
"15","14","Los Angeles Lakers","79","19235",".469","14.0",NA,".613",".280",".159",".088",".086",".387",NA,".545",".709",".413",".408",".398",".349",NA,".478",".827",NA,".061","383",NA,".310","1276",NA,".231",".376",NA,"5","0"
"16","15","Memphis Grizzlies","79","19060",".461","12.9",NA,".656",".265",".234",".111",".045",".344",NA,".519",".673",".420",".414",".382",".351",NA,".500",".849",NA,".056","371",NA,".275","1132",NA,".232",".366",NA,"14","0"
"17","16","Miami Heat","80","19375",".466","14.9",NA,".579",".225",".182",".106",".066",".421",NA,".530",".692",".435",".439",".386",".379",NA,".540",".854",NA,".050","298",NA,".237","919",NA,".300",".418",NA,"22","0"
"18","17","Milwaukee Bucks","79","19035",".467","15.1",NA,".568",".231",".163",".104",".070",".432",NA,".544",".718",".422",".449",".396",".366",NA,".457",".790",NA,".048","300",NA,".247","1023",NA,".241",".392",NA,"9","0"
"19","18","Minnesota Timberwolves","80","19300",".457","14.5",NA,".546",".265",".174",".060",".047",".454",NA,".540",".677",".413",".434",".370",".357",NA,".518",".797",NA,".066","424",NA,".277","1097",NA,".222",".392",NA,"18","0"
"20","19","New Orleans Pelicans","79","19035",".457","13.6",NA,".636",".265",".188",".101",".082",".364",NA,".528",".670",".426",".458",".389",".333",NA,".530",".876",NA,".055","340",NA,".291","1080",NA,".241",".371",NA,"18","2"
"21","20","New York Knicks","79","19060",".437","14.6",NA,".573",".254",".158",".086",".075",".427",NA,".496",".653",".374",".382",".356",".357",NA,".458",".794",NA,".069","414",NA,".239","831",NA,".215",".383",NA,"6","0"
"22","21","Oklahoma City Thunder","79","19085",".430","14.4",NA,".578",".203",".261",".074",".041",".422",NA,".508",".643",".447",".432",".367",".324",NA,".465",".829",NA,".053","317",NA,".319","1147",NA,".204",".348",NA,"9","0"
"23","22","Orlando Magic","80","19300",".433","14.4",NA,".587",".223",".230",".070",".064",".413",NA,".506",".668",".427",".418",".327",".330",NA,".499",".876",NA,".061","374",NA,".270","1005",NA,".209",".382",NA,"14","0"
