"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Charlotte Hornets",52,241.9,42.4,92,0.461,13.9,38.1,0.366,28.5,53.8,0.529,15.6,21.2,0.736,10.6,33.7,44.3,27,8.8,5,13,19.5,114.3
"2",2,"Utah Jazz",52,240,40.5,85.9,0.472,14.5,40.1,0.362,26,45.8,0.567,17.9,23,0.777,10.1,35.6,45.7,22,7.1,4.8,14.2,18.9,113.4
"3",3,"Phoenix Suns",50,240.5,42.7,89.2,0.478,11.6,31.7,0.366,31.1,57.6,0.54,16.1,20.2,0.795,10.1,35.8,45.9,26.4,8.6,4.2,13.4,19.3,113
"4",4,"Memphis Grizzlies",54,241.4,42.5,93.2,0.456,11.1,32.6,0.339,31.4,60.6,0.519,16.2,22,0.737,13.6,34.8,48.3,25,10.2,6.4,13.4,19.1,112.2
"5",5,"Minnesota Timberwolves",51,241.5,40.7,91.4,0.445,14.3,41.5,0.343,26.4,49.9,0.529,16.4,21.5,0.761,12.2,32.9,45.1,24.7,8.8,5.8,14.7,21.8,112
"6",6,"Milwaukee Bucks",53,240.9,40.4,88.8,0.455,14.1,39.2,0.359,26.4,49.7,0.531,16.8,21.5,0.782,10.3,36.4,46.8,23.1,7.7,4.2,13.8,17.9,111.8
"7",7,"Brooklyn Nets",51,241,41.6,88.2,0.472,11.1,31.5,0.353,30.5,56.7,0.539,17.2,21,0.819,10,35.2,45.1,25.4,7,5.5,14.1,20,111.6
"8",8,"Atlanta Hawks",50,240,40.7,87.3,0.466,12.5,33.4,0.374,28.2,53.9,0.524,17.6,21.9,0.8,9.7,34.7,44.4,24.2,6.7,4.4,12.3,18.3,111.5
"9",9,"San Antonio Spurs",52,241.4,43.4,93.4,0.465,11.2,31.5,0.354,32.3,61.9,0.522,13.4,18.2,0.738,11.2,34.5,45.7,28,7.5,5.2,12.6,17.7,111.4
"10",10,"Chicago Bulls",50,240,41.5,87,0.477,11.4,30.2,0.376,30.1,56.7,0.531,17,21,0.81,8.9,34,42.9,24.3,7.4,4.6,13.1,18.8,111.3
"11",11,"Los Angeles Lakers",52,243.8,41.3,89.1,0.463,12.1,34.6,0.349,29.2,54.4,0.536,16.1,22,0.733,9.5,35.2,44.7,24.1,8.1,5.6,14.8,20.3,110.8
"12",12,"Golden State Warriors",52,241,40.3,86.5,0.466,14.5,40,0.361,25.8,46.5,0.555,15.6,20.4,0.765,10.1,36.5,46.6,27.5,9.4,5,15.6,20.3,110.7
"13",13,"Sacramento Kings",53,241.4,40.4,89.5,0.452,11.7,34.2,0.343,28.7,55.3,0.519,16.7,22.2,0.755,10.5,33.6,44.1,23,7.1,4.7,14,19.4,109.3
"14",14,"Indiana Pacers",53,242.8,40.6,88.8,0.457,11.8,35.4,0.332,28.8,53.4,0.54,16.2,21.2,0.764,10.9,33.9,44.8,24.4,6.9,5.7,14.3,20.4,109.1
"15",15,"Denver Nuggets",51,241,40.8,86.5,0.472,12.8,36.3,0.352,28,50.3,0.558,14.7,18.7,0.784,8.9,34.4,43.3,27,7.2,3.8,14,19.3,109.1
"16",16,"Miami Heat",52,242.4,39.3,85.6,0.459,13.6,36.3,0.375,25.7,49.4,0.521,16.5,20.3,0.812,10.9,33.7,44.6,25.8,7.3,3.3,14.9,20.5,108.7
"17",17,"Houston Rockets",51,240.5,38.7,85.7,0.451,13.2,38.5,0.344,25.5,47.2,0.539,17.8,24.8,0.717,9.6,33.2,42.8,23,7.3,4.7,16.8,20,108.4
"18",18,"Portland Trail Blazers",52,240.5,38.9,86.6,0.449,13.7,38.1,0.359,25.2,48.6,0.519,16.6,21.8,0.764,9.9,33.7,43.6,22.7,7.6,4.7,13.9,20.1,108.1
"19",19,"Boston Celtics",53,243.8,39.3,87.5,0.45,12.4,36.4,0.342,26.9,51.1,0.527,17,20.8,0.817,10.7,35.5,46.2,23.2,7.3,5.8,14.1,18.8,108.1
"20",20,"Philadelphia 76ers",51,242,39.6,85.4,0.464,11.1,31.1,0.356,28.5,54.3,0.525,17.5,21.6,0.811,8.5,33.7,42.3,23.1,7.7,5.7,12.5,19.1,107.8
"21",21,"Toronto Raptors",49,242,39.8,90.9,0.438,12.3,35.1,0.35,27.6,55.8,0.494,15.6,20.8,0.752,13.2,31.6,44.8,21.9,9.3,4.9,12.8,19.9,107.5
"22",22,"Washington Wizards",51,242,40,86.1,0.465,10.1,31,0.326,29.9,55.1,0.543,17.3,22.3,0.776,9.2,35.2,44.4,24.1,6,5.1,13.3,18.7,107.4
"23",23,"Cleveland Cavaliers",52,240,39.7,85.1,0.467,11.8,33.7,0.35,27.9,51.4,0.543,15.6,20.8,0.752,10.3,34.8,45.1,25.5,7.2,4.4,15,16.9,106.8
"24",24,"Dallas Mavericks",52,241.4,39.2,86.4,0.453,12.3,36.8,0.334,26.9,49.6,0.542,15.6,20.3,0.768,9.4,34.4,43.8,24,7.1,4.2,12.6,19.7,106.3
"25",25,"Los Angeles Clippers",53,240.9,39.2,87.2,0.449,12.4,34.6,0.358,26.8,52.6,0.51,15.4,19.4,0.79,9,35.1,44.1,23.2,7.5,4.5,14.3,18.6,106.1
"26",26,"New Orleans Pelicans",51,241,38.4,87.8,0.438,10.8,33,0.328,27.6,54.9,0.504,17.7,22.4,0.79,11.8,33.8,45.6,24.6,7.5,4.1,14.3,19.4,105.4
"27",27,"New York Knicks",52,241,37.4,85.5,0.437,13.1,36.6,0.357,24.3,48.9,0.497,16.4,21.9,0.748,11,34.6,45.6,21.3,6.9,5,13.6,19.6,104.2
"28",28,"Orlando Magic",53,240.5,37.9,87.5,0.433,11.8,35.9,0.328,26.2,51.6,0.507,15.5,19.7,0.787,9.1,34.4,43.5,23,6.8,4.8,14.6,20,103.1
"29",29,"Detroit Pistons",50,241,37,87.7,0.422,11.1,35,0.318,25.9,52.7,0.491,17.1,21.9,0.779,10.3,32,42.3,22.3,8,4.8,14.7,21.4,102.3
"30",30,"Oklahoma City Thunder",50,241,37.2,89.2,0.417,11.8,37.7,0.314,25.4,51.5,0.493,14.8,19.3,0.767,10.4,35.5,45.9,21,7.5,4.6,13.5,18.3,101.1
