"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Golden State Warriors","28.0","41","13","40","14","8.33","-0.35","7.98","112.1","103.7","+8.4","98.6",".235",".464",".582",NA,".552","14.1","23.5",".179",NA,".497","13.7","78.9",".192",NA,"Chase Center","523,856","18,064"
"3","2","Phoenix Suns","27.7","43","10","39","14","7.66","-0.14","7.52","113.7","106.0","+7.7","99.2",".224",".354",".575",NA,".543","11.9","23.1",".178",NA,".505","13.1","77.2",".179",NA,"Phoenix Suns Arena","424,177","15,710"
"4","3","Utah Jazz","29.6","33","21","37","17","6.07","-0.19","5.88","116.0","109.8","+6.2","98.0",".267",".467",".591",NA,".557","12.9","24.1",".208",NA,".517","10.9","77.7",".155",NA,"Vivint Smart Home Arena","512,568","18,306"
"5","4","Miami Heat","28.1","35","20","35","20","4.53","-0.43","4.10","112.8","108.1","+4.7","95.6",".237",".421",".577",NA,".540","13.7","25.0",".193",NA,".523","14.2","78.1",".204",NA,"FTX Arena","470,904","19,621"
"6","5","Cleveland Cavaliers","24.8","33","21","35","19","4.41","-0.07","4.34","110.6","106.1","+4.5","96.3",".245",".395",".565",NA,".534","13.6","24.2",".184",NA,".505","12.6","76.1",".157",NA,"Quicken Loans Arena","468,862","18,033"
"7","6","Boston Celtics","26.1","30","25","35","20","4.11","-0.39","3.72","110.3","106.1","+4.2","96.5",".237",".416",".559",NA,".521","12.8","23.8",".193",NA,".500","12.6","77.7",".182",NA,"TD Garden","517,212","18,472"
"8","7","Memphis Grizzlies","23.9","37","18","34","21","4.09","0.15","4.24","112.6","108.5","+4.1","99.5",".236",".350",".546",NA,".516","11.5","29.1",".174",NA,".524","13.6","78.0",".187",NA,"FedEx Forum","424,377","15,156"
"9","8","Milwaukee Bucks","28.4","34","21","34","21","3.98","-0.82","3.16","113.2","109.2","+4.0","99.2",".243",".443",".572",NA,".539","12.2","22.9",".190",NA,".521","12.1","77.9",".164",NA,"Fiserv Forum","486,727","17,383"
"10","9","Dallas Mavericks","26.7","31","23","32","22","2.74","-0.12","2.62","110.2","107.4","+2.8","95.8",".234",".425",".557",NA,".524","11.7","21.3",".180",NA,".518","12.7","78.8",".179",NA,"American Airlines Center","547,623","19,558"
"11","10","Philadelphia 76ers","26.6","32","21","30","23","2.21","-0.61","1.60","111.7","109.4","+2.3","95.8",".255",".363",".570",NA,".531","11.7","19.6",".206",NA,".515","12.2","76.1",".185",NA,"Wells Fargo Center","507,904","20,316"
"12","11","Denver Nuggets","27.6","29","24","30","23","1.85","0.08","1.93","112.3","110.4","+1.9","96.9",".217",".419",".577",NA,".546","12.8","21.1",".170",NA,".534","12.2","78.5",".180",NA,"Ball Arena","391,100","16,296"
"13","12","Chicago Bulls","26.3","33","21","30","24","1.59","-0.59","1.00","113.5","111.9","+1.6","98.4",".245",".344",".580",NA,".543","11.8","20.7",".200",NA,".534","12.3","78.1",".189",NA,"United Center","561,135","20,783"
"14","13","Minnesota Timberwolves","24.0","28","25","29","24","1.66","0.13","1.79","111.8","110.2","+1.6","99.9",".237",".452",".557",NA,".525","12.7","25.7",".181",NA,".528","14.6","74.8",".226",NA,"Target Center","404,570","15,560"
"15","14","Toronto Raptors","24.6","29","23","29","23","1.58","0.46","2.03","111.9","110.3","+1.6","95.9",".229",".384",".541",NA,".509","11.4","28.2",".173",NA,".532","14.6","75.2",".203",NA,"Scotiabank Arena","311,611","11,129"
"16","15","Brooklyn Nets","29.3","29","24","27","26","0.47","-0.24","0.23","112.0","111.5","+0.5","99.0",".236",".359",".570",NA,".533","12.5","23.1",".193",NA,".512","11.4","75.6",".193",NA,"Barclays Center","427,424","17,097"
"17","16","Atlanta Hawks","26.1","25","28","27","26","0.06","0.29","0.35","114.3","114.2","+0.1","97.5",".249",".381",".574",NA,".537","11.2","22.5",".200",NA,".540","11.2","77.9",".172",NA,"State Farm Arena","433,665","16,062"
"18","17","San Antonio Spurs","24.9","20","34","27","27","-0.02","0.11","0.10","111.1","111.2","-0.1","99.7",".200",".338",".551",NA,".525","11.1","24.0",".147",NA,".528","12.2","75.2",".165",NA,"AT&T Center","423,439","14,601"
"19","18","Charlotte Hornets","25.7","28","27","26","29","-0.85","0.08","-0.78","111.9","112.7","-0.8","100.5",".227",".416",".561",NA,".533","11.5","22.5",".167",NA,".541","13.3","75.5",".190",NA,"Spectrum Center","420,755","16,830"
"20","19","Los Angeles Clippers","27.6","27","28","26","29","-1.07","0.13","-0.95","107.6","108.7","-1.1","98.5",".220",".397",".555",NA,".522","12.9","20.0",".174",NA,".508","12.3","74.5",".165",NA,"Crypto.com Arena","476,756","16,440"
"21","20","New York Knicks","26.4","24","30","25","29","-1.04","-0.09","-1.13","108.6","109.7","-1.1","95.5",".261",".426",".545",NA,".510","12.5","24.8",".194",NA,".516","11.9","78.1",".187",NA,"Madison Square Garden (IV)","509,802","18,207"
"22","21","Los Angeles Lakers","30.7","26","28","25","29","-1.31","-0.63","-1.95","108.8","110.0","-1.2","100.3",".248",".386",".560",NA,".531","12.9","21.0",".181",NA,".524","12.8","75.9",".191",NA,"Crypto.com Arena","541,247","18,664"
"23","22","Indiana Pacers","26.9","19","36","24","31","-2.15","0.50","-1.64","110.5","112.7","-2.2","97.3",".235",".396",".555",NA,".522","12.8","24.7",".180",NA,".532","11.8","77.1",".205",NA,"Gainbridge Fieldhouse","391,917","13,997"
"24","23","Washington Wizards","26.1","24","29","21","32","-3.17","0.52","-2.65","109.2","112.4","-3.2","97.0",".258",".359",".557",NA,".520","12.2","21.0",".201",NA,".518","10.7","76.8",".196",NA,"Capital One Arena","413,889","15,329"
"25","24","New Orleans Pelicans","25.6","21","32","20","33","-3.55","0.35","-3.20","108.8","112.4","-3.6","96.8",".259",".375",".543",NA,".503","12.8","25.8",".205",NA,".544","12.6","79.1",".191",NA,"Smoothie King Center","369,183","15,383"
"26","25","Portland Trail Blazers","26.9","21","33","20","34","-4.44","0.66","-3.79","110.0","114.5","-4.5","97.9",".248",".438",".560",NA,".526","12.6","22.5",".188",NA,".552","12.3","78.4",".195",NA,"Moda Center","490,037","16,898"
"27","26","Sacramento Kings","25.5","20","35","19","36","-5.00","0.21","-4.79","109.5","114.5","-5.0","99.4",".248",".382",".553",NA,".520","12.4","22.7",".188",NA,".542","11.7","75.3",".176",NA,"Golden 1 Center","409,042","13,635"
"28","27","Oklahoma City Thunder","22.7","17","36","16","37","-6.49","0.22","-6.27","102.9","109.5","-6.6","97.8",".216",".422",".517",NA,".484","12.2","21.9",".165",NA,".521","12.1","76.3",".157",NA,"Paycom Center","364,873","14,034"
"29","28","Orlando Magic","23.5","12","43","14","41","-8.42","0.22","-8.20","103.9","112.5","-8.6","98.8",".228",".411",".535",NA,".499","13.2","20.0",".179",NA,".533","12.0","76.5",".194",NA,"Amway Center","376,936","15,077"
"30","29","Houston Rockets","24.8","15","38","13","40","-8.68","0.30","-8.39","107.2","115.8","-8.6","100.9",".289",".450",".561",NA,".529","14.9","21.6",".208",NA,".552","12.2","75.5",".201",NA,"Toyota Center","386,157","15,446"
"31","30","Detroit Pistons","23.5","12","41","12","41","-9.40","0.36","-9.04","103.3","112.8","-9.5","98.8",".249",".396",".523",NA,".484","13.0","22.4",".193",NA,".543","13.6","76.0",".215",NA,"Little Caesars Arena","390,544","15,021"
"32","","League Average","26.3","","","27","27","0.00","0.00","0.00","110.4","110.4","","98.0",".240",".401",".559",NA,".525","12.5","23.1",".186",NA,".525","12.5","76.9",".186",NA,"","445,943","16,557"
