"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Minnesota Timberwolves",78,241.3,41.4,90.9,0.456,14.7,41.3,0.357,26.7,49.7,0.538,17.9,23,0.778,11.4,33.2,44.5,25.5,8.8,5.6,14.4,21.7,115.5
"2",2,"Memphis Grizzlies",78,241,43.6,94.3,0.462,11.4,32.5,0.35,32.2,61.8,0.521,16.9,23.1,0.734,14.2,35.2,49.4,25.7,9.8,6.5,13.2,19.6,115.4
"3",3,"Phoenix Suns",77,240.6,43.7,89.5,0.488,11.6,31.5,0.368,32.1,58.1,0.553,16.2,20.4,0.797,9.6,35.6,45.2,27.3,8.5,4.4,13,19.7,115.2
"4",4,"Milwaukee Bucks",77,241,41.6,89.1,0.467,14.1,38.6,0.367,27.5,50.5,0.543,17.7,22.9,0.774,10.3,36.6,46.8,23.6,7.5,4,13.6,18.2,115
"5",5,"Charlotte Hornets",78,242.6,42.5,91.6,0.464,13.9,38.3,0.362,28.6,53.3,0.537,16,21.6,0.739,10.9,33.7,44.6,27.8,8.7,4.8,13.2,19.9,114.8
"6",6,"Atlanta Hawks",78,240.3,41.4,88.2,0.469,12.8,34.3,0.373,28.6,53.9,0.53,18.3,22.5,0.812,10,34,44,24.5,7.2,4.3,11.9,18.7,113.8
"7",7,"Utah Jazz",78,240.3,40.6,86.1,0.471,14.7,40.5,0.362,25.9,45.6,0.568,17.5,22.7,0.771,10.6,35.3,45.9,22.3,7.1,4.8,14,19,113.4
"8",8,"San Antonio Spurs",77,241.6,43.5,93.1,0.467,11.3,32.1,0.352,32.2,61.1,0.527,15,19.9,0.752,11.3,34.1,45.4,28,7.6,5,12.8,18,113.2
"9",9,"Brooklyn Nets",78,241,41.9,88.4,0.474,11.4,31.7,0.361,30.5,56.8,0.536,17.3,21.7,0.801,10.2,33.9,44.2,25.1,7.2,5.4,14,20.3,112.5
"10",10,"Denver Nuggets",78,241.3,41.5,86.1,0.481,12.7,35.9,0.354,28.7,50.2,0.573,16.6,20.8,0.795,9.2,34.9,44.1,27.7,7.2,3.7,14.5,19.8,112.2
"11",11,"Chicago Bulls",78,240.6,41.8,87,0.48,10.7,29,0.368,31.1,58,0.536,17.5,21.5,0.813,8.6,33.9,42.4,24,7.1,4.2,12.6,18.8,111.7
"12",12,"Los Angeles Lakers",77,243.6,41.6,88.9,0.468,12.1,34.7,0.349,29.5,54.2,0.545,16.1,22.2,0.727,9.6,34.3,44,24.1,7.7,5.2,14.5,20.3,111.5
"13",13,"Indiana Pacers",78,242.6,41.3,89.3,0.462,12.1,35.3,0.343,29.2,54,0.54,16.3,21.3,0.766,11.2,32.8,44,25.1,7,5.5,14.4,20.4,111
"14",14,"Boston Celtics",78,242.9,40.3,87.2,0.462,12.9,36.7,0.351,27.4,50.5,0.543,17.3,21.1,0.818,10.6,35.5,46.1,24.4,7.2,5.9,13.7,18.6,110.8
"15",15,"Golden State Warriors",78,240.6,40.4,86.5,0.467,14.3,39.7,0.36,26.1,46.8,0.557,15.7,20.4,0.767,9.8,35.7,45.5,26.9,8.8,4.6,14.9,20.9,110.7
"16",16,"Sacramento Kings",78,241.6,40.7,88.5,0.46,11.5,33.4,0.345,29.2,55.1,0.529,17.8,23.2,0.768,9.8,33.4,43.2,23.7,7.2,4.6,14.1,19,110.7
"17",17,"Miami Heat",78,242.2,39.4,84.9,0.464,13.4,35.6,0.375,26.1,49.3,0.529,17.2,21.3,0.81,10,34,43.9,25.5,7.3,3.3,14.6,20.6,109.5
"18",18,"Houston Rockets",78,241,39.2,86.3,0.454,13.5,38.6,0.349,25.7,47.7,0.54,17.5,24.5,0.714,9.5,32.6,42.1,23.6,7.4,4.7,16.5,20.6,109.4
