"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","75","18025",".469","14.8",NA,".614",".250",".160",".111",".093",".386",NA,".530",".670",".430",".451",".419",".372",NA,".534",".731",NA,".060","369",NA,".235","854",NA,".217",".413",NA,"14","1"
"3","2","Boston Celtics","76","18465",".462","15.2",NA,".579",".215",".201",".084",".078",".421",NA,".542",".734",".448",".408",".405",".352",NA,".503",".814",NA,".057","337",NA,".276","1050",NA,".230",".384",NA,"10","0"
"4","3","Brooklyn Nets","76","18290",".474","13.9",NA,".643",".248",".168",".132",".094",".357",NA,".540",".656",".448",".481",".479",".357",NA,".540",".768",NA,".051","301",NA,".256","930",NA,".230",".392",NA,"7","0"
"5","4","Chicago Bulls","76","18265",".481","13.9",NA,".666",".256",".152",".129",".130",".334",NA,".536",".678",".452",".453",".437",".370",NA,".481",".850",NA,".050","297",NA,".246","940",NA,".274",".423",NA,"17","1"
"6","5","Charlotte Hornets","76","18440",".463","14.0",NA,".581",".285",".177",".071",".048",".419",NA,".535",".683",".380",".400",".430",".363",NA,".549",".858",NA,".077","474",NA,".284","1047",NA,".287",".368",NA,"18","0"
"7","6","Cleveland Cavaliers","75","18050",".467","13.7",NA,".612",".286",".180",".091",".054",".388",NA,".541",".696",".398",".424",".394",".350",NA,".560",".827",NA,".080","456",NA,".243","861",NA,".235",".344",NA,"8","1"
"8","7","Dallas Mavericks","76","18315",".457","15.3",NA,".564",".206",".176",".110",".072",".436",NA,".544",".732",".443",".450",".400",".344",NA,".500",".784",NA,".058","326",NA,".208","806",NA,".262",".385",NA,"13","0"
"9","8","Denver Nuggets","76","18340",".479","14.5",NA,".582",".235",".202",".073",".072",".418",NA,".569",".741",".472",".433",".422",".354",NA,".583",".856",NA,".059","344",NA,".265","1030",NA,".263",".384",NA,"23","0"
"10","9","Detroit Pistons","76","18340",".430","14.0",NA,".614",".249",".210",".081",".075",".386",NA,".496",".643",".418",".357",".374",".326",NA,".488",".895",NA,".040","241",NA,".306","1102",NA,".266",".364",NA,"19","0"
"11","10","Golden State Warriors","76","18290",".467","15.5",NA,".542",".206",".198",".069",".068",".458",NA,".558",".712",".514",".406",".374",".360",NA,".592",".798",NA,".058","350",NA,".280","1105",NA,".218",".340",NA,"22","1"
"12","11","Houston Rockets","76","18315",".455","14.2",NA,".553",".299",".183",".037",".034",".447",NA,".540",".685",".387",".313",".341",".349",NA,".502",".792",NA,".087","492",NA,".301","1064",NA,".175",".354",NA,"15","0"
"13","12","Indiana Pacers","76","18440",".462","14.1",NA,".606",".266",".177",".094",".069",".394",NA,".540",".675",".451",".423",".404",".342",NA,".503",".861",NA,".043","263",NA,".304","1211",NA,".249",".376",NA,"23","0"
"14","13","Los Angeles Clippers","76","18315",".454","14.8",NA,".613",".208",".185",".119",".101",".387",NA,".510",".689",".446",".432",".348",".365",NA,".499",".810",NA,".052","295",NA,".213","776",NA,".215",".397",NA,"17","0"
"15","14","Los Angeles Lakers","75","18275",".468","14.1",NA,".608",".282",".155",".085",".086",".392",NA,".545",".705",".410",".405",".396",".349",NA,".477",".826",NA,".061","363",NA,".310","1212",NA,".229",".373",NA,"5","0"
"16","15","Memphis Grizzlies","76","18315",".462","12.8",NA,".655",".270",".232",".108",".044",".345",NA,".521",".671",".420",".422",".377",".349",NA,".499",".847",NA,".056","361",NA,".277","1095",NA,".233",".366",NA,"13","0"
"17","16","Miami Heat","76","18415",".463","14.8",NA,".580",".228",".182",".106",".064",".420",NA,".528",".693",".427",".429",".392",".374",NA,".540",".854",NA,".051","290",NA,".240","884",NA,".301",".413",NA,"21","0"
"18","17","Milwaukee Bucks","75","18050",".466","15.2",NA,".565",".228",".163",".105",".069",".435",NA,".541",".712",".423",".450",".398",".368",NA,".453",".792",NA,".047","277",NA,".247","961",NA,".240",".396",NA,"8","0"
"19","18","Minnesota Timberwolves","76","18340",".456","14.5",NA,".546",".265",".174",".060",".047",".454",NA,".539",".677",".413",".428",".372",".356",NA,".517",".794",NA,".065","390",NA,".277","1049",NA,".223",".389",NA,"17","0"
"20","19","New Orleans Pelicans","75","18075",".456","13.7",NA,".633",".268",".185",".099",".081",".367",NA,".527",".666",".420",".462",".390",".333",NA,".531",".873",NA,".055","325",NA,".293","1030",NA,".241",".371",NA,"17","2"
"21","20","New York Knicks","76","18340",".436","14.6",NA,".574",".255",".158",".086",".076",".426",NA,".495",".654",".370",".378",".359",".356",NA,".455",".797",NA,".069","396",NA,".240","807",NA,".211",".380",NA,"6","0"
"22","21","Oklahoma City Thunder","75","18125",".428","14.3",NA,".579",".207",".255",".075",".042",".421",NA,".506",".640",".442",".429",".375",".321",NA,".463",".822",NA,".051","293",NA,".320","1093",NA,".203",".347",NA,"9","0"
"23","22","Orlando Magic","76","18340",".434","14.3",NA,".587",".227",".226",".070",".065",".413",NA,".507",".663",".432",".418",".319",".329",NA,".501",".873",NA,".062","363",NA,".268","953",NA,".208",".378",NA,"12","0"
"24","23","Philadelphia 76ers","75","18125",".461","14.0",NA,".627",".237",".194",".121",".074",".373",NA,".522",".691",".414",".416",".440",".359",NA,".494",".835",NA,".047","271",NA,".248","879",NA,".234",".381",NA,"11","0"
"25","24","Phoenix Suns","75","18050",".488","14.2",NA,".647",".188",".220",".150",".088",".353",NA,".553",".707",".508",".496",".434",".370",NA,".551",".832",NA,".053","331",NA,".220","864",NA,".261",".392",NA,"12","0"
"26","25","Portland Trail Blazers","75","18050",".444","14.5",NA,".579",".264",".171",".073",".071",".421",NA,".515",".630",".424",".421",".401",".347",NA,".492",".778",NA,".046","264",NA,".278","971",NA,".208",".365",NA,"11","0"
"27","26","Sacramento Kings","76","18365",".459","13.9",NA,".621",".231",".220",".100",".070",".379",NA,".529",".693",".434",".422",".432",".345",NA,".494",".802",NA,".059","340",NA,".263","988",NA,".221",".391",NA,"12","1"
"28","27","San Antonio Spurs","75","18125",".465","13.3",NA,".658",".238",".227",".122",".070",".342",NA,".525",".666",".455",".445",".413",".350",NA,".550",".913",NA,".036","229",NA,".296","1162",NA,".228",".369",NA,"12","1"
"29","28","Toronto Raptors","75","18175",".445","14.2",NA,".627",".226",".208",".099",".094",".373",NA,".501",".651",".435",".422",".371",".350",NA,".434",".800",NA,".055","322",NA,".249","898",NA,".234",".398",NA,"16","2"
"30","29","Utah Jazz","76","18265",".471","15.1",NA,".530",".202",".234",".066",".028",".470",NA,".567",".723",".481",".463",".402",".363",NA,".450",".727",NA,".069","402",NA,".247","910",NA,".237",".387",NA,"11","1"
"31","30","Washington Wizards","75","18150",".468","13.8",NA,".642",".226",".231",".106",".079",".358",NA,".541",".723",".456",".424",".422",".339",NA,".531",".850",NA,".064","369",NA,".283","1043",NA,".246",".394",NA,"9","0"
"32","","League Average","76","18245",".460","14.3",NA,".601",".242",".194",".094",".071",".399",NA,".531",".684",".437",".431",".400",".352",NA,".510",".820",NA,".057","338",NA,".266","986",NA,".236",".381",NA,"13.6","0.4"
