"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Golden State Warriors",47,241.1,36.7,86.1,0.427,11.9,36,0.329,24.9,50.1,0.497,16.5,22.1,0.748,9.6,33.2,42.7,21.9,8.3,4,15.4,17.9,101.9
"2",2,"Cleveland Cavaliers",48,240,38.8,87.8,0.442,11.4,33.6,0.34,27.3,54.1,0.505,13.3,17.9,0.745,10.7,32.6,43.3,22.9,8.7,4.6,13.7,18.9,102.3
"3",3,"Dallas Mavericks",47,241.1,38.3,85.1,0.45,10.7,31.9,0.336,27.6,53.2,0.519,15.2,20,0.758,9.2,35,44.2,23.1,7.1,3.9,13.6,20,102.5
"4",4,"Miami Heat",47,241.1,36.8,83,0.443,13.6,38.9,0.35,23.2,44.1,0.526,16.9,21.5,0.786,9.1,32,41.2,23.3,7.2,4.3,15.4,19.9,104.1
"5",5,"New York Knicks",48,241,37.8,85.9,0.44,13,37.4,0.347,24.8,48.5,0.511,15.8,20.6,0.768,9.5,34.2,43.7,24,7.3,4.8,12.8,19.2,104.3
"6",6,"Phoenix Suns",46,240.5,38.9,88.8,0.437,11.2,34.1,0.329,27.7,54.8,0.505,15.7,21,0.745,11,34.3,45.3,22.3,7.7,4.1,15.2,18.9,104.6
"7",7,"Boston Celtics",48,244.2,38.6,87.8,0.44,12.2,35.2,0.346,26.4,52.5,0.503,16.1,20.6,0.781,10,34.8,44.8,21.9,7.6,4.7,13.9,19.3,105.5
"8",8,"Philadelphia 76ers",46,241.6,39.1,86.9,0.45,11.7,33.8,0.345,27.4,53,0.517,15.9,20.7,0.768,10.5,34.8,45.3,23.3,6.5,4.6,13.6,19,105.7
"9",9,"Toronto Raptors",44,240.6,38.3,83.5,0.458,12.6,34.7,0.362,25.7,48.8,0.527,17,21.3,0.799,10.5,33.7,44.2,24.1,6.8,5.3,16.2,18.6,106.1
"10",10,"Los Angeles Clippers",48,241,40.4,91.3,0.442,11.4,34.5,0.33,29,56.8,0.51,14.3,18.1,0.791,12.3,35.7,48,23.6,8.3,4.3,14.1,18.8,106.5
"11",11,"Denver Nuggets",45,241.1,40.1,85.9,0.467,11.8,34.3,0.343,28.4,51.6,0.55,14.9,20,0.744,9.6,33.9,43.5,24.3,7.3,4.9,13.6,19.2,106.9
"12",12,"Utah Jazz",48,240,40.8,90.9,0.448,11.9,34.9,0.34,28.9,55.9,0.516,13.9,18.4,0.753,10.1,32.1,42.2,23.1,7.5,4.1,11.9,20.4,107.3
"13",13,"Oklahoma City Thunder",47,240,40,89.6,0.446,13.5,38.6,0.35,26.4,50.9,0.519,14.5,19.3,0.749,11,37.8,48.8,25.3,7.9,6.3,13.2,17.5,107.9
"14",14,"Milwaukee Bucks",49,241,39.7,90.5,0.438,13.9,41.4,0.335,25.8,49.1,0.526,15,19.8,0.757,10.5,34.8,45.3,24.6,7.4,4.6,13.7,19.2,108.2
"15",15,"Memphis Grizzlies",49,241,39.7,87.7,0.453,12.6,35,0.361,27.1,52.6,0.514,16.4,21,0.781,9.7,33.4,43.1,25.1,7.3,6.4,15.4,19.1,108.4
"16",16,"Chicago Bulls",46,240,40.1,87,0.461,11.4,31.8,0.358,28.7,55.2,0.52,17,21.2,0.799,9.7,34.6,44.2,24.2,7.6,5.4,14.1,17.9,108.7
"17",17,"Indiana Pacers",48,242.6,40.3,86.6,0.465,10.7,30.5,0.351,29.6,56.1,0.527,18,22.5,0.799,9.9,33.3,43.2,22.5,7.9,4.8,13.3,19.1,109.3
"18",18,"New Orleans Pelicans",46,241.1,40.1,86,0.467,13,35.1,0.371,27.1,50.9,0.533,16.5,21,0.783,9.1,33.9,43,24,7.7,4.9,13.3,20.1,109.7
"19",19,"Brooklyn Nets",46,241.1,40.2,91.3,0.44,11.9,36.3,0.327,28.3,55,0.514,17.6,22.2,0.793,11.3,33.1,44.4,23.1,7.7,5.1,12.9,19.3,109.8
"20",20,"Washington Wizards",47,242.1,40.5,88.9,0.456,10.9,31.2,0.348,29.7,57.7,0.514,18,22.5,0.8,10.3,34.2,44.5,22.8,7.6,4.2,12,20.2,109.9
"21",21,"Minnesota Timberwolves",46,241.6,38.9,86.1,0.452,12.8,37.7,0.339,26.1,48.4,0.539,19.5,25.2,0.775,11,35.1,46.1,25.2,7.7,5.3,16.9,20.4,110
